,LENGTH,WIDTH,HEIGHT
28249,11.0,11.0,2.0
28250,11.0,11.0,2.0
28251,11.0,11.0,2.0
28252,11.0,11.0,2.0
28253,11.0,11.0,2.0
28254,11.0,11.0,2.0
28255,11.0,11.0,2.0
28256,11.0,11.0,2.0
28257,11.0,11.0,2.0
28258,11.0,11.0,2.0
28259,11.0,11.0,2.0
28260,11.0,11.0,2.0
28261,11.0,11.0,2.0
28262,11.0,11.0,2.0
28263,11.0,11.0,2.0
28264,18.5,10.1,1.5
28265,18.5,10.1,1.5
28266,18.5,10.1,1.5
28267,18.5,10.1,1.5
28268,18.5,10.1,1.5
28269,18.5,10.1,1.5
28270,18.5,10.1,1.5
28271,18.5,10.1,1.5
28272,18.5,10.1,1.5
28273,18.3,3.6,2.0
28274,18.3,3.6,2.0
28275,18.3,3.6,2.0
28276,18.3,3.6,2.0
28277,18.3,3.6,2.0
28278,18.3,3.6,2.0
28279,18.3,3.6,2.0
28280,18.3,3.6,2.0
28281,18.3,3.6,2.0
28282,18.3,3.6,2.0
28283,18.3,3.6,2.0
28284,18.3,3.6,2.0
28285,18.3,3.6,2.0
28286,18.3,3.6,2.0
28287,18.3,3.6,2.0
28288,18.3,3.6,2.0
28289,18.3,3.6,2.0
28290,18.3,3.6,2.0
28291,18.3,3.6,2.0
28292,18.3,3.6,2.0
28293,10.3,8.9,1.5
28294,10.1,2.7,1.6
28295,10.1,2.7,1.6
28296,11.0,6.3,3.2
28297,11.0,6.3,3.2
28298,11.0,6.3,3.2
28299,11.0,6.3,3.2
28300,11.0,6.3,3.2
28301,11.0,6.3,3.2
28302,11.0,6.3,3.2
28303,11.0,6.3,3.2
28304,11.0,6.3,3.2
28305,11.0,6.3,3.2
28306,11.0,6.3,3.2
28307,11.0,6.3,3.2
28308,11.0,6.3,3.2
28309,11.0,6.3,3.2
28310,11.0,6.3,3.2
28311,11.0,6.3,3.2
28312,11.0,6.3,3.2
28313,10.1,10.1,0.8
28314,10.1,10.1,0.8
28315,10.1,10.1,0.8
28316,10.1,10.1,0.8
28317,10.1,10.1,0.8
28318,10.1,10.1,0.8
28319,10.1,10.1,0.8
28320,10.1,10.1,0.8
28321,10.1,10.1,0.8
28322,10.1,10.1,0.8
28323,10.1,10.1,0.8
28324,10.1,10.1,0.8
28325,10.1,9.9,0.8
28326,10.1,9.9,0.8
28327,10.1,9.9,0.8
28328,10.1,9.9,0.8
28329,10.1,9.9,0.8
28330,10.1,9.9,0.8
28331,10.1,9.9,0.8
28332,10.1,9.9,0.8
28333,10.1,9.9,0.8
28334,10.1,9.9,0.8
28335,14.1,11.5,0.9
28336,14.1,11.5,0.9
28337,14.1,11.5,0.9
28338,14.1,11.5,0.9
28339,14.1,11.5,0.9
28340,14.1,11.5,0.9
28341,14.1,11.5,0.9
28342,14.1,11.5,0.9
28343,14.1,11.5,0.9
28344,14.1,11.5,0.9
28345,14.1,11.5,0.9
28346,14.1,11.5,0.9
28347,14.1,11.5,0.9
28348,14.1,11.5,0.9
28349,14.1,11.5,0.9
28350,11.0,7.0,1.0
28351,11.0,7.0,1.0
28352,11.0,7.0,1.0
28353,11.0,7.0,1.0
28354,11.0,7.0,1.0
28355,11.0,7.0,1.0
28356,11.0,7.0,1.0
28357,11.0,7.0,1.0
28358,11.0,7.0,1.0
28359,11.0,7.0,1.0
28360,11.0,7.0,1.0
28361,11.0,7.0,1.0
28362,11.0,7.0,1.0
28363,11.0,7.0,1.0
28364,11.0,7.0,1.0
28365,11.0,7.0,1.0
28366,11.0,7.0,1.0
28367,11.0,7.0,1.0
28368,11.0,7.0,1.0
28369,11.0,7.0,1.0
28370,11.0,7.0,1.0
28371,11.0,7.0,1.0
28372,11.0,7.0,1.0
28373,11.0,7.0,1.0
28374,11.0,7.0,1.0
28375,11.0,7.0,1.0
28376,11.0,7.0,1.0
28377,11.0,7.0,1.0
28378,11.0,7.0,1.0
28379,11.0,7.0,1.0
28380,11.0,7.0,1.0
28381,11.0,7.0,1.0
28382,11.0,7.0,1.0
28383,11.0,7.0,1.0
28384,11.0,7.0,1.0
28385,11.0,10.6,2.5
28386,11.0,10.6,2.5
28387,11.0,10.6,2.5
28388,11.0,10.6,2.5
28389,11.0,10.6,2.5
28390,11.0,10.6,2.5
28391,11.0,10.6,2.5
28392,11.0,10.6,2.5
28393,11.0,10.6,2.5
28394,11.0,10.6,2.5
28395,11.0,10.6,2.5
28396,11.0,10.6,2.5
28397,11.0,10.6,2.5
28398,11.0,10.6,2.5
28399,11.0,10.6,2.5
28400,11.0,10.6,2.5
28401,11.0,10.6,2.5
28402,11.0,10.6,2.5
28403,11.0,10.6,2.5
28404,11.0,10.6,2.5
28405,11.0,10.6,2.5
28406,11.0,10.6,2.5
28407,11.0,10.6,2.5
28408,11.0,10.6,2.5
28409,11.0,10.6,2.5
28410,11.0,10.6,2.5
28411,11.0,10.6,2.5
28412,11.0,10.6,2.5
28413,11.0,10.6,2.5
28414,10.0,10.0,0.8
28415,10.0,10.0,0.8
28416,10.0,10.0,0.8
28417,10.0,10.0,0.8
28418,10.0,10.0,0.8
28419,10.0,10.0,0.8
28420,10.0,10.0,0.8
28421,10.0,10.0,0.8
28422,10.0,10.0,0.8
28423,10.0,10.0,0.8
28424,10.0,10.0,0.8
28425,10.0,10.0,0.8
28426,10.0,10.0,0.8
28427,10.0,10.0,0.8
28428,10.0,10.0,0.8
28429,10.0,10.0,0.8
28430,10.0,10.0,0.8
28431,10.0,10.0,0.8
28432,10.0,10.0,0.8
28433,10.0,10.0,0.8
28434,10.0,10.0,0.8
28435,10.0,10.0,0.9
28436,10.0,10.0,0.9
28437,10.0,10.0,0.9
28438,10.0,10.0,0.9
28439,10.0,10.0,0.9
28440,10.0,10.0,0.9
28441,10.0,10.0,0.9
28442,21.9,4.8,2.9
28443,21.9,4.8,2.9
28444,21.9,4.8,2.9
28445,21.9,4.8,2.9
28446,21.9,4.8,2.9
28447,21.9,4.8,2.9
28448,21.9,4.8,2.9
28449,21.9,4.8,2.9
28450,21.9,4.8,2.9
28451,21.9,4.8,2.9
28452,21.9,4.8,2.9
28453,21.9,4.8,2.9
28454,21.9,4.8,2.9
28455,21.9,4.8,2.9
28456,21.9,4.8,2.9
28457,21.9,4.8,2.9
28458,21.9,4.8,2.9
28459,21.9,4.8,2.9
28460,21.9,4.8,2.9
28461,21.9,4.8,2.9
28462,21.9,4.8,2.9
28463,21.9,4.8,2.9
28464,21.9,4.8,2.9
28465,21.9,4.8,2.9
28466,21.9,4.8,2.9
28467,21.9,4.8,2.9
28468,21.9,4.8,2.9
28469,21.9,4.8,2.9
28470,21.9,4.8,2.9
28471,18.5,7.4,1.2
28472,18.5,7.4,1.2
28473,18.5,7.4,1.2
28474,18.5,7.4,1.2
28475,18.5,7.4,1.2
28476,18.5,7.4,1.2
28477,18.5,7.4,1.2
28478,18.5,7.4,1.2
28479,18.5,7.4,1.2
28480,18.5,7.4,1.2
28481,18.5,7.4,1.2
28482,18.5,7.4,1.2
28483,18.5,7.4,1.2
28484,7.7,11.0,5.2
28485,7.7,11.0,5.2
28486,7.7,11.0,5.2
28487,7.7,11.0,5.2
28488,7.7,11.0,5.2
28489,7.7,11.0,5.2
28490,7.7,11.0,5.2
28491,7.7,11.0,5.2
28492,7.7,11.0,5.2
28493,7.7,11.0,5.2
28494,7.7,11.0,5.2
28495,7.7,11.0,5.2
28496,7.7,11.0,5.2
28497,7.7,11.0,5.2
28498,7.7,11.0,5.2
28499,7.7,11.0,5.2
28500,7.7,11.0,5.2
28501,7.7,11.0,5.2
28502,7.7,11.0,5.2
28503,7.7,11.0,5.2
28504,7.7,11.0,5.2
28505,7.7,11.0,5.2
28506,7.7,11.0,5.2
28507,7.7,11.0,5.2
28508,7.7,11.0,5.2
28509,7.7,11.0,5.2
28510,7.7,11.0,5.2
28511,7.7,11.0,5.2
28512,7.7,11.0,5.2
28513,7.7,11.0,5.2
28514,7.7,11.0,5.2
28515,7.7,11.0,5.2
28516,7.7,11.0,5.2
28517,7.7,11.0,5.2
28518,7.7,11.0,5.2
28519,7.7,11.0,5.2
28520,7.7,11.0,5.2
28521,22.3,4.8,2.9
28522,22.3,4.8,2.9
28523,22.3,4.8,2.9
28524,22.3,4.8,2.9
28525,22.3,4.8,2.9
28526,22.3,4.8,2.9
28527,10.4,10.6,2.3
28528,10.4,10.6,2.3
28529,10.4,10.6,2.3
28530,10.4,10.6,2.3
28531,10.4,10.6,2.3
28532,10.4,10.6,2.3
28533,10.4,10.6,2.3
28534,10.4,10.6,2.3
28535,10.4,10.6,2.3
28536,10.4,10.6,2.3
28537,10.4,10.6,2.3
28538,10.4,10.6,2.3
28539,10.4,10.6,2.3
28540,10.4,10.6,2.3
28541,10.4,10.6,2.3
28542,10.4,10.6,2.3
28543,10.4,10.6,2.3
28544,10.4,10.6,2.3
28545,10.4,10.6,2.3
28546,10.4,10.6,2.3
28547,10.4,10.6,2.3
28548,10.4,10.6,2.3
28549,10.4,10.6,2.3
28550,10.4,10.6,2.3
28551,10.4,10.6,2.3
28552,10.4,10.6,2.3
28553,10.4,10.6,2.3
28554,10.4,10.6,2.3
28555,10.4,10.6,2.3
28556,10.4,10.6,2.3
28557,10.4,10.6,2.3
28558,10.4,10.6,2.3
28559,10.4,10.6,2.3
28560,10.4,10.6,2.3
28561,10.4,10.6,2.3
28562,10.4,10.6,2.3
28563,10.4,10.6,2.3
28564,10.4,10.6,2.3
28565,10.4,10.6,2.3
28566,10.4,10.6,2.3
28567,10.4,10.6,2.3
28568,10.4,10.6,2.3
28569,11.0,10.0,1.8
28570,11.0,10.0,1.8
28571,11.0,10.0,1.8
28572,11.0,10.0,1.8
28573,11.0,10.0,1.8
28574,11.0,10.0,1.8
28575,11.0,10.0,1.8
28576,11.0,10.0,1.8
28577,11.0,10.0,1.8
28578,15.0,7.0,1.0
28579,15.0,7.0,1.0
28580,15.0,7.0,1.0
28581,15.0,7.0,1.0
28582,15.0,7.0,1.0
28583,15.0,7.0,1.0
28584,15.0,7.0,1.0
28585,15.0,7.0,1.0
28586,15.0,7.0,1.0
28587,15.0,7.0,1.0
28588,15.0,7.0,1.0
28589,15.0,7.0,1.0
28590,15.0,7.0,1.0
28591,15.0,7.0,1.0
28592,15.0,7.0,1.0
28593,15.0,7.0,1.0
28594,15.0,7.0,1.0
28595,15.0,7.0,1.0
28596,15.0,7.0,1.0
28597,10.0,10.0,0.5
28598,10.0,10.0,0.5
28599,10.0,10.0,0.5
28600,10.0,10.0,0.5
28601,10.8,6.5,3.5
28602,10.8,6.5,3.5
28603,10.8,6.5,3.5
28604,10.8,6.5,3.5
28605,10.8,6.5,3.5
28606,10.8,6.5,3.5
28607,10.8,6.5,3.5
28608,10.8,6.5,3.5
28609,10.8,6.5,3.5
28610,10.8,6.5,3.5
28611,10.8,6.5,3.5
28612,10.8,6.5,3.5
28613,10.8,6.5,3.5
28614,10.8,6.5,3.5
28615,10.8,6.5,3.5
28616,10.8,6.5,3.5
28617,10.8,6.5,3.5
28618,10.8,6.5,3.5
28619,10.8,6.5,3.5
28620,10.8,6.5,3.5
28621,10.8,6.5,3.5
28622,10.8,6.5,3.5
28623,10.8,6.5,3.5
28624,10.8,6.5,3.5
28625,10.8,6.5,3.5
28626,10.8,6.5,3.5
28627,10.8,6.5,3.5
28628,10.8,6.5,3.5
28629,10.8,6.5,3.5
28630,10.8,6.5,3.5
28631,10.8,6.5,3.5
28632,10.8,6.5,3.5
28633,10.8,6.5,3.5
28634,10.8,6.5,3.5
28635,10.8,6.5,3.5
28636,10.8,6.5,3.5
28637,10.8,6.5,3.5
28638,10.8,6.5,3.5
28639,10.8,6.5,3.5
28640,10.8,6.5,3.5
28641,10.8,6.5,3.5
28642,10.8,6.5,3.5
28643,10.8,6.5,3.5
28644,10.8,6.5,3.5
28645,10.8,6.5,3.5
28646,10.8,6.5,3.5
28647,10.8,6.5,3.5
28648,10.8,6.5,3.5
28649,10.8,6.5,3.5
28650,10.8,6.5,3.5
28651,10.8,6.5,3.5
28652,10.8,6.5,3.5
28653,10.8,6.5,3.5
28654,10.8,6.5,3.5
28655,10.8,6.5,3.5
28656,10.8,6.5,3.5
28657,10.8,6.5,3.5
28658,10.8,6.5,3.5
28659,10.8,6.5,3.5
28660,10.8,6.5,3.5
28661,10.8,6.5,3.5
28662,10.8,6.5,3.5
28663,10.8,6.5,3.5
28664,10.8,6.5,3.5
28665,10.8,6.5,3.5
28666,10.8,6.5,3.5
28667,10.8,6.5,3.5
28668,10.8,6.5,3.5
28669,10.8,6.5,3.5
28670,10.8,6.5,3.5
28671,10.8,6.5,3.5
28672,10.8,6.5,3.5
28673,10.8,6.5,3.5
28674,10.8,6.5,3.5
28675,10.8,6.5,3.5
28676,10.8,6.5,3.5
28677,10.8,6.5,3.5
28678,10.8,6.5,3.5
28679,10.8,6.5,3.5
28680,10.8,6.5,3.5
28681,10.8,6.5,3.5
28682,10.8,6.5,3.5
28683,10.8,6.5,3.5
28684,10.8,6.5,3.5
28685,10.8,6.5,3.5
28686,10.8,6.5,3.5
28687,10.8,6.5,3.5
28688,10.8,6.5,3.5
28689,10.8,6.5,3.5
28690,10.8,6.5,3.5
28691,10.8,6.5,3.5
28692,10.8,6.5,3.5
28693,10.8,6.5,3.5
28694,10.8,6.5,3.5
28695,10.8,6.5,3.5
28696,18.8,10.9,1.6
28697,18.8,10.9,1.6
28698,18.8,10.9,1.6
28699,18.8,10.9,1.6
28700,18.8,10.9,1.6
28701,18.8,10.9,1.6
28702,18.8,10.9,1.6
28703,18.8,10.9,1.6
28704,18.8,10.9,1.6
28705,18.8,10.9,1.6
28706,18.8,10.9,1.6
28707,18.8,10.9,1.6
28708,18.8,10.9,1.6
28709,18.8,10.9,1.6
28710,18.8,10.9,1.6
28711,18.8,10.9,1.6
28712,18.8,10.9,1.6
28713,18.8,10.9,1.6
28714,18.8,10.9,1.6
28715,18.8,10.9,1.6
28716,18.8,10.9,1.6
28717,18.8,10.9,1.6
28718,18.8,10.9,1.6
28719,18.8,10.9,1.6
28720,18.8,10.9,1.6
28721,18.8,10.9,1.6
28722,18.8,10.9,1.6
28723,18.8,10.9,1.6
28724,18.8,10.9,1.6
28725,18.8,10.9,1.6
28726,18.8,10.9,1.6
28727,18.8,10.9,1.6
28728,18.8,10.9,1.6
28729,18.5,11.0,2.0
28730,18.5,11.0,2.0
28731,18.5,11.0,2.0
28732,18.5,11.0,2.0
28733,18.5,11.0,2.0
28734,18.5,11.0,2.0
28735,18.5,11.0,2.0
28736,18.5,11.0,2.0
28737,18.5,11.0,2.0
28738,18.5,11.0,2.0
28739,18.5,11.0,2.0
28740,18.5,11.0,2.0
28741,18.5,11.0,2.0
28742,18.5,11.0,2.0
28743,18.5,11.0,2.0
28744,18.5,11.0,2.0
28745,18.5,11.0,2.0
28746,18.5,11.0,2.0
28747,18.5,11.0,2.0
28748,18.5,11.0,2.0
28749,18.5,11.0,2.0
28750,18.5,11.0,2.0
28751,18.5,11.0,2.0
28752,18.5,11.0,2.0
28753,18.5,11.0,2.0
28754,18.5,11.0,2.0
28755,18.5,11.0,2.0
28756,18.5,11.0,2.0
28757,18.5,11.0,2.0
28758,11.5,9.8,0.9
28759,11.5,9.8,0.9
28760,11.5,9.8,0.9
28761,11.5,9.8,0.9
28762,11.5,9.8,0.9
28763,11.5,9.8,0.9
28764,11.5,9.8,0.9
28765,11.5,9.8,0.9
28766,11.5,9.8,0.9
28767,11.5,9.8,0.9
28768,11.5,9.8,0.9
28769,11.5,9.8,0.9
28770,11.5,9.8,0.9
28771,11.5,9.8,0.9
28772,11.5,9.8,0.9
28773,11.5,9.8,0.9
28774,11.5,9.8,0.9
28775,11.5,9.8,0.9
28776,11.5,9.8,0.9
28777,11.5,9.8,0.9
28778,11.5,9.8,0.9
28779,11.5,9.8,0.9
28780,10.0,0.5,10.0
28781,10.0,0.5,10.0
28782,10.0,0.5,10.0
28783,10.0,0.5,10.0
28784,10.0,0.5,10.0
28785,14.4,5.6,1.2
28786,14.4,5.6,1.2
28787,14.4,5.6,1.2
28788,14.4,5.6,1.2
28789,14.4,5.6,1.2
28790,14.4,5.6,1.2
28791,14.4,5.6,1.2
28792,14.4,5.6,1.2
28793,14.4,5.6,1.2
28794,14.4,5.6,1.2
28795,14.4,5.6,1.2
28796,14.4,5.6,1.2
28797,14.4,5.6,1.2
28798,14.4,5.6,1.2
28799,14.4,5.6,1.2
28800,14.4,5.6,1.2
28801,14.4,5.6,1.2
28802,14.4,5.6,1.2
28803,14.4,5.6,1.2
28804,14.4,5.6,1.2
28805,14.4,5.6,1.2
28806,14.4,5.6,1.2
28807,14.4,5.6,1.2
28808,14.4,5.6,1.2
28809,14.4,5.6,1.2
28810,14.4,5.6,1.2
28811,14.4,5.6,1.2
28812,14.4,5.6,1.2
28813,14.4,5.6,1.2
28814,14.4,5.6,1.2
28815,14.4,5.6,1.2
28816,14.4,5.6,1.2
28817,14.4,5.6,1.2
28818,14.4,5.6,1.2
28819,14.4,5.6,1.2
28820,14.4,5.6,1.2
28821,14.4,5.6,1.2
28822,14.4,5.6,1.2
28823,14.4,5.6,1.2
28824,14.4,5.6,1.2
28825,14.4,5.6,1.2
28826,14.4,5.6,1.2
28827,14.4,5.6,1.2
28828,14.4,5.6,1.2
28829,14.4,5.6,1.2
28830,14.4,5.6,1.2
28831,21.9,4.8,2.9
28832,22.1,4.8,2.9
28833,22.1,4.8,2.9
28834,22.1,4.8,2.9
28835,22.1,4.8,2.9
28836,22.1,4.8,2.9
28837,22.1,4.8,2.9
28838,22.1,4.8,2.9
28839,22.1,4.8,2.9
28840,22.1,4.8,2.9
28841,22.1,4.8,2.9
28842,22.1,4.8,2.9
28843,22.1,4.8,2.9
28844,22.1,4.8,2.9
28845,22.1,4.8,2.9
28846,22.1,4.8,2.9
28847,22.1,4.8,2.9
28848,22.1,4.8,2.9
28849,22.1,4.8,2.9
28850,22.1,4.8,2.9
28851,22.1,4.8,2.9
28852,22.1,4.8,2.9
28853,22.1,4.8,2.9
28854,22.1,4.8,2.9
28855,22.1,4.8,2.9
28856,22.1,4.8,2.9
28857,22.1,4.8,2.9
28858,22.1,4.8,2.9
28859,22.1,4.8,2.9
28860,21.9,4.8,2.9
28861,21.9,4.8,2.9
28862,21.9,4.8,2.9
28863,21.9,4.8,2.9
28864,21.9,4.8,2.9
28865,21.9,4.8,2.9
28866,21.9,4.8,2.9
28867,19.5,7.3,3.1
28868,19.5,7.3,3.1
28869,19.5,7.3,3.1
28870,19.5,7.3,3.1
28871,19.5,7.3,3.1
28872,19.5,7.3,3.1
28873,19.5,7.3,3.1
28874,19.5,7.3,3.1
28875,19.5,7.3,3.1
28876,19.5,7.3,3.1
28877,19.5,7.3,3.1
28878,19.5,7.3,3.1
28879,19.5,7.3,3.1
28880,19.5,7.3,3.1
28881,19.5,7.3,3.1
28882,19.5,7.3,3.1
28883,19.5,7.3,3.1
28884,19.5,7.3,3.1
28885,19.5,7.3,3.1
28886,10.5,10.5,0.7
28887,10.5,10.5,0.7
28888,10.5,10.5,0.7
28889,10.5,10.5,0.7
28890,10.5,10.5,0.7
28891,10.5,10.5,0.7
28892,10.5,10.5,0.7
28893,10.5,10.5,0.7
28894,10.5,10.5,0.7
28895,10.5,10.5,0.7
28896,10.5,10.5,0.7
28897,19.3,12.3,2.8
28898,19.3,12.3,2.8
28899,19.3,12.3,2.8
28900,19.3,12.3,2.8
28901,19.3,12.3,2.8
28902,19.3,12.3,2.8
28903,19.3,12.3,2.8
28904,19.3,12.3,2.8
28905,19.3,12.3,2.8
28906,15.8,4.5,2.0
28907,15.8,4.5,2.0
28908,15.8,4.5,2.0
28909,15.0,5.5,3.5
28910,15.0,5.5,3.5
28911,15.0,5.5,3.5
28912,15.0,5.5,3.5
28913,15.0,5.5,3.5
28914,15.0,5.5,3.5
28915,15.0,5.5,3.5
28916,15.0,5.5,3.5
28917,15.0,5.5,3.5
28918,15.0,5.5,3.5
28919,15.0,5.5,3.5
28920,15.0,5.5,3.5
28921,15.0,5.5,3.5
28922,15.0,5.5,3.5
28923,15.0,5.5,3.5
28924,15.0,5.5,3.5
28925,15.0,5.5,3.5
28926,15.0,5.5,3.5
28927,15.0,5.5,3.5
28928,15.0,5.5,3.5
28929,15.0,5.5,3.5
28930,15.0,5.5,3.5
28931,15.0,5.5,3.5
28932,15.0,5.5,3.5
28933,15.0,5.5,3.5
28934,15.0,5.5,3.5
28935,15.0,5.5,3.5
28936,15.0,5.5,3.5
28937,15.0,5.5,3.5
28938,15.0,5.5,3.5
28939,15.0,5.5,3.5
28940,15.0,5.5,3.5
28941,15.0,5.5,3.5
28942,15.0,5.5,3.5
28943,15.0,5.5,3.5
28944,15.0,5.5,3.5
28945,15.0,5.5,3.5
28946,15.0,5.5,3.5
28947,15.0,5.5,3.5
28948,15.0,5.5,3.5
28949,15.0,5.5,3.5
28950,15.0,5.5,3.5
28951,15.0,5.5,3.5
28952,15.0,5.5,3.5
28953,15.0,5.5,3.5
28954,15.0,5.5,3.5
28955,15.0,5.5,3.5
28956,15.0,5.5,3.5
28957,15.0,5.5,3.5
28958,15.0,5.5,3.5
28959,15.0,5.5,3.5
28960,15.0,5.5,3.5
28961,15.0,5.5,3.5
28962,11.7,9.6,0.7
28963,11.7,9.6,0.7
28964,11.7,9.6,0.7
28965,11.7,9.6,0.7
28966,11.7,9.6,0.7
28967,11.7,9.6,0.7
28968,11.7,9.6,0.7
28969,11.7,9.6,0.7
28970,11.7,9.6,0.7
28971,11.7,9.6,0.7
28972,11.7,9.6,0.7
28973,11.7,9.6,0.7
28974,11.7,9.6,0.7
28975,11.7,9.6,0.7
28976,11.7,9.6,0.7
28977,11.7,9.6,0.7
28978,11.7,9.6,0.7
28979,11.7,9.6,0.7
28980,11.7,9.6,0.7
28981,11.7,9.6,0.7
28982,11.7,9.6,0.7
28983,11.7,9.6,0.7
28984,11.7,9.6,0.7
28985,11.7,9.6,0.7
28986,11.7,9.6,0.7
28987,11.7,9.6,0.7
28988,11.7,9.6,0.7
28989,11.7,9.6,0.7
28990,11.7,9.6,0.7
28991,11.7,9.6,0.7
28992,11.7,9.6,0.7
28993,11.7,9.6,0.7
28994,11.7,9.6,0.7
28995,11.7,9.6,0.7
28996,11.7,9.6,0.7
28997,11.7,9.6,0.7
28998,11.7,9.6,0.7
28999,11.7,9.6,0.7
29000,11.7,9.6,0.7
29001,11.7,9.6,0.7
29002,11.7,9.6,0.7
29003,11.7,9.6,0.7
29004,11.7,9.6,0.7
29005,11.7,9.6,0.7
29006,11.7,9.6,0.7
29007,11.7,9.6,0.7
29008,11.7,9.6,0.7
29009,11.7,9.6,0.7
29010,11.7,9.6,0.7
29011,11.7,9.6,0.7
29012,11.7,9.6,0.7
29013,11.7,9.6,0.7
29014,11.7,9.6,0.7
29015,11.7,9.6,0.7
29016,11.7,9.6,0.7
29017,11.7,9.6,0.7
29018,11.7,9.6,0.7
29019,11.7,9.6,0.7
29020,11.7,9.6,0.7
29021,11.7,9.6,0.7
29022,11.7,9.6,0.7
29023,11.7,9.6,0.7
29024,11.7,9.6,0.7
29025,11.7,9.6,0.7
29026,11.7,9.6,0.7
29027,11.7,9.6,0.7
29028,11.7,9.6,0.7
29029,11.7,9.6,0.7
29030,11.7,9.6,0.7
29031,11.7,9.6,0.7
29032,11.7,9.6,0.7
29033,11.7,9.6,0.7
29034,11.7,9.6,0.7
29035,11.7,9.6,0.7
29036,11.7,9.6,0.7
29037,11.7,9.6,0.7
29038,11.7,9.6,0.7
29039,11.7,9.6,0.7
29040,11.7,9.6,0.7
29041,11.7,9.6,0.7
29042,11.7,9.6,0.7
29043,11.7,9.6,0.7
29044,11.7,9.6,0.7
29045,11.7,9.6,0.7
29046,11.7,9.6,0.7
29047,11.7,9.6,0.7
29048,11.7,9.6,0.7
29049,11.0,11.0,1.0
29050,11.0,11.0,1.0
29051,11.0,11.0,1.0
29052,11.0,11.0,1.0
29053,10.7,10.1,1.4
29054,10.7,10.1,1.4
29055,10.7,10.1,1.4
29056,10.7,10.1,1.4
29057,10.7,10.1,1.4
29058,10.7,10.1,1.4
29059,10.7,10.1,1.4
29060,10.7,10.1,1.4
29061,10.7,10.1,1.4
29062,10.7,10.1,1.4
29063,10.7,10.1,1.4
29064,10.7,10.1,1.4
29065,10.7,10.1,1.4
29066,10.7,10.1,1.4
29067,10.7,10.1,1.4
29068,10.7,10.1,1.4
29069,10.7,10.1,1.4
29070,10.7,10.1,1.4
29071,10.7,10.1,1.4
29072,10.7,10.1,1.4
29073,10.7,10.1,1.4
29074,10.7,10.1,1.4
29075,10.7,10.1,1.4
29076,10.7,10.1,1.4
29077,10.7,10.1,1.4
29078,10.7,10.1,1.4
29079,10.7,10.1,1.4
29080,10.7,10.1,1.4
29081,10.7,10.1,1.4
29082,10.7,10.1,1.4
29083,10.7,10.1,1.4
29084,10.7,10.1,1.4
29085,10.7,10.1,1.4
29086,10.7,10.1,1.4
29087,10.7,10.1,1.4
29088,10.7,10.1,1.4
29089,10.7,10.1,1.4
29090,10.7,10.1,1.4
29091,10.7,10.1,1.4
29092,10.7,10.1,1.4
29093,10.7,10.1,1.4
29094,10.7,10.1,1.4
29095,10.7,10.1,1.4
29096,10.7,10.1,1.4
29097,10.7,10.1,1.4
29098,10.7,10.1,1.4
29099,10.7,10.1,1.4
29100,10.7,10.1,1.4
29101,10.7,10.1,1.4
29102,10.7,10.1,1.4
29103,10.7,10.1,1.4
29104,10.7,10.1,1.4
29105,10.7,10.1,1.4
29106,10.7,10.1,1.4
29107,10.7,10.1,1.4
29108,10.7,10.1,1.4
29109,10.7,10.1,1.4
29110,10.7,10.1,1.4
29111,10.7,10.1,1.4
29112,10.7,10.1,1.4
29113,10.7,10.1,1.4
29114,10.7,10.1,1.4
29115,10.7,10.1,1.4
29116,10.7,10.1,1.4
29117,10.7,10.1,1.4
29118,10.7,10.1,1.4
29119,10.7,10.1,1.4
29120,10.7,10.1,1.4
29121,10.7,10.1,1.4
29122,10.7,10.1,1.4
29123,10.7,10.1,1.4
29124,10.7,10.1,1.4
29125,10.7,10.1,1.4
29126,10.7,10.1,1.4
29127,10.7,10.1,1.4
29128,10.7,10.1,1.4
29129,10.7,10.1,1.4
29130,10.7,10.1,1.4
29131,10.7,10.1,1.4
29132,10.7,10.1,1.4
29133,10.7,10.1,1.4
29134,10.7,10.1,1.4
29135,10.7,10.1,1.4
29136,10.7,10.1,1.4
29137,18.5,7.6,1.3
29138,18.5,7.6,1.3
29139,18.5,7.6,1.3
29140,18.5,7.6,1.3
29141,18.5,7.6,1.3
29142,18.5,7.6,1.3
29143,18.5,7.6,1.3
29144,18.5,7.6,1.3
29145,18.5,7.6,1.3
29146,18.5,7.6,1.3
29147,18.5,7.6,1.3
29148,18.5,7.6,1.3
29149,18.5,7.6,1.3
29150,18.5,7.6,1.3
29151,18.5,7.6,1.3
29152,18.5,7.6,1.3
29153,18.5,7.6,1.3
29154,18.5,7.6,1.3
29155,18.5,7.6,1.3
29156,18.5,7.6,1.3
29157,18.5,7.6,1.3
29158,18.5,7.6,1.3
29159,18.5,7.6,1.3
29160,18.5,7.6,1.3
29161,18.5,7.6,1.3
29162,18.5,7.6,1.3
29163,18.5,7.6,1.3
29164,18.5,7.6,1.3
29165,18.5,7.6,1.3
29166,18.5,7.6,1.3
29167,18.5,7.6,1.3
29168,18.5,7.6,1.3
29169,18.5,7.6,1.3
29170,18.5,7.6,1.3
29171,18.5,7.6,1.3
29172,18.5,7.6,1.3
29173,18.5,7.6,1.3
29174,18.5,7.6,1.3
29175,18.5,7.6,1.3
29176,18.5,7.6,1.3
29177,18.5,7.4,1.3
29178,18.5,7.4,1.3
29179,18.5,7.4,1.3
29180,18.5,7.4,1.3
